pitchid,pitcherid,yearid,height,initspeed,breakx,breakz,initposx,initposz,extension,spinrate
10814,2,3,80,86.25003405,-3.31418177,6.114273104,-2.625779024,5.596703268,6.223080664,2100.654781
10815,5,3,72,84.91522341,-4.444135483,2.701428992,-0.839424992,6.099953119,6.019026298,1138.683172
10816,4,3,72,92.80261475,-5.08399856,11.25313647,-1.956706369,5.95383087,6.318228745,2552.716082
10817,3,3,77,85.61787895,6.752952767,10.51308489,4.284491631,6.441725125,6.220296786,2096.928971
10818,6,3,73,92.26096984,7.258348276,7.964359444,2.030380927,5.928298674,6.276648109,1927.324006
10819,5,3,72,79.92736394,1.587833916,-5.172424795,-1.430811304,5.589143759,6.176440143,2088.972052
10820,2,3,80,74.42460627,3.984622648,-8.541344726,-2.451819314,5.950527128,6.299997177,2688.715403
10821,6,3,73,77.48183429,-7.877257502,0.933270875,2.011820193,5.948220381,6.202290531,2242.916313
10822,1,3,76,88.42790964,-8.357809463,5.811874011,-1.898536922,6.821766579,6.534230187,2182.423892
10823,2,3,80,89.85695618,2.35692876,9.494026828,-2.113747946,6.20140287,6.195307866,2433.339354
10824,3,3,77,85.92433208,10.60636238,8.228718902,3.944909544,6.632541399,6.170136441,1693.639791
10825,4,3,72,87.01028782,1.367890308,4.369866818,-1.903051669,5.862372442,5.962507433,2492.217269
10826,2,3,80,75.54315068,4.796315568,-5.265634377,-2.00797941,6.074334966,6.528187517,2614.876657
10827,2,3,80,69.48081665,7.473087341,-11.6703906,-2.562389731,5.450016979,6.183937412,2614.042983
10828,6,3,73,91.35302118,5.06024472,7.133847458,2.034125335,5.902688845,6.040413331,1999.189406
10829,1,3,76,87.1334673,-4.841285742,11.18395386,-2.229346752,6.393558371,6.12228326,2210.739429
10830,1,3,76,79.45229586,-5.376696503,3.535775967,-2.168303257,6.305687684,6.062982859,1469.396987
10831,3,3,77,87.90142089,4.568251716,10.93269395,4.014172439,6.56745349,6.086597217,2062.848998
10832,6,3,73,90.96164001,11.4727073,5.453618138,1.637910895,5.84280367,5.977071951,2000.220815
10833,1,3,76,88.44653729,-8.126559867,3.297096375,-2.183509473,6.213937976,6.379179956,2119.016082
10834,2,3,80,83.36407729,-7.779607468,3.903808152,-2.394037873,5.764966869,6.404648435,1354.607758
10835,1,3,76,87.55811013,-8.911866356,5.184644457,-1.855917835,6.530719852,6.20997465,2146.341613
10836,2,3,80,83.24953198,-8.893348453,4.269551973,-2.157092769,5.75712255,6.42218412,1465.353528
10837,3,3,77,82.77149306,-0.242569114,3.864858227,3.79698403,6.602205497,6.237504544,2151.589125
10838,2,3,80,85.03532444,-9.891457253,8.208098555,-2.391402184,5.887864915,6.650765198,2108.660752
10839,5,3,72,90.7735749,-9.311281394,4.85934656,-1.14580566,5.749761148,6.194817198,2041.069525
10840,1,3,76,84.16207835,-1.229513753,5.054243114,-2.265990707,6.204926251,6.129963138,2199.494872
10841,2,3,80,87.59886344,-7.123003248,7.369092043,-2.057035181,5.773946342,6.222255065,2090.82318
10842,4,3,72,87.20428845,4.240536851,3.89612298,-1.768272471,5.913087587,6.047349201,2592.125796
10843,2,3,80,83.9575515,-4.256131178,7.085619002,-2.62606457,5.435612047,5.819139198,2113.787443
10844,3,3,77,88.1261743,7.404751617,5.17410085,4.03567267,6.36662534,6.194256038,2475.639752
10845,4,3,72,93.01037317,-4.185744661,8.719586796,-1.880708148,5.864206764,6.187590824,2316.744434
10846,4,3,72,91.64305686,-4.049131269,9.935608264,-2.199857389,5.83024825,6.070640731,2115.741036
10847,1,3,76,82.01974068,-7.267517433,-1.236112857,-1.938772011,6.212324662,5.746880552,1360.607518
10848,6,3,73,76.27341929,-4.441286654,-3.687942155,1.960103226,5.784466813,5.97542108,2026.192621
10849,5,3,72,88.91850571,-5.144938655,10.43522054,-1.366981815,6.056597734,5.822526807,1888.841163
10850,5,3,72,84.54409041,1.388355247,0.327656169,-1.05641303,5.904132539,6.265695192,1121.777548
10851,3,3,77,82.05662436,-1.658451868,5.234973041,4.06085018,6.521552681,6.466980562,2126.142749
10852,2,3,80,70.3865578,8.133440466,-10.65922601,-2.639139311,5.656434,6.23544175,2724.239213
10853,5,3,72,89.95427623,-5.050160035,8.593343433,-1.393227947,5.867154996,6.440383738,1925.405941
10854,5,3,72,85.0746736,-5.10649835,2.090859614,-1.028263271,5.789991433,6.374614472,886.3791055
10855,1,3,76,86.31483257,-8.963763467,5.626603089,-1.934206151,6.495639103,6.422547795,2214.61845
10856,2,3,80,74.90750733,5.160080946,-6.957479683,-1.933185521,5.794482879,6.34605543,2450.496483
10857,4,3,72,85.96225891,-8.038035069,5.854758191,-2.04338468,5.822109905,6.429848143,1550.796643
10858,6,3,73,91.04876421,5.673638299,9.548802721,2.253958411,6.04338623,6.509183296,1997.574762
10859,4,3,72,78.08536675,3.958021626,-3.147452168,-2.265837368,5.813819645,6.209544349,2564.866227
10860,1,3,76,79.95421636,-4.350192109,-0.97311331,-1.748380077,6.359785944,6.224572116,1416.187028
10861,3,3,77,85.07945156,5.990085798,7.98814134,4.137536329,6.419286155,6.41895826,1967.858415
10862,1,3,76,85.08167331,-5.824911437,4.848323608,-2.273680838,6.204749993,6.094493275,2246.330823
10863,3,3,77,86.47041503,9.339445023,7.956867649,3.958427904,6.597019853,5.830258144,2328.677113
10864,3,3,77,85.52675241,3.873319033,9.400437012,4.201203603,6.470381794,6.370000333,2106.809182
10865,5,3,72,89.13472611,-2.188398161,10.04059126,-0.925566678,5.971417727,6.586321472,1982.736849
10866,5,3,72,90.12570474,-6.950118378,6.666551238,-2.038758987,5.74598686,6.206753514,1957.934227
10867,1,3,76,78.08770674,3.237844243,-4.636724277,-1.819969828,6.424269447,6.131631699,2985.467205
10868,2,3,80,87.4084655,-0.252026342,5.492053229,-2.267362342,5.759051644,6.506557282,2226.320684
10869,4,3,72,78.2870439,5.466510412,-6.849540909,-1.758598419,5.864697023,6.006634732,2629.927384
10870,4,3,72,80.1277663,4.476407033,-3.768759794,-1.682699343,5.901528035,6.281224172,2740.584231
10871,5,3,72,92.28108773,-3.453030613,8.854606802,-0.729734892,6.005537346,6.477957078,1965.822362
10872,3,3,77,84.82719054,0.022015471,3.396358828,4.086664009,6.568500165,6.028568258,2316.596509
10873,4,3,72,91.84004673,-5.787470249,10.24746842,-2.08335897,5.982569358,6.129319858,2368.926275
10874,6,3,73,91.46379785,8.643881868,8.541310865,2.298888799,6.045297521,6.073508366,2034.298364
10875,1,3,76,77.80584197,6.02117492,-6.408609993,-2.148299202,6.450440629,6.098349351,2907.940781
10876,6,3,73,91.90559549,10.53752426,7.38256015,2.323540694,5.928853389,6.128820997,1894.840277
10877,6,3,73,90.80674859,3.332463327,8.737502601,1.895746177,6.01806941,6.186228795,2035.990246
10878,6,3,73,75.05205352,-12.53321189,0.182279663,2.327574965,5.74950403,6.270169962,2167.54786
10879,3,3,77,87.42643822,2.795343813,10.53957726,4.117782237,6.461378627,6.451160951,2391.151991
10880,1,3,76,88.50281634,-5.225377511,7.90254443,-2.142153558,6.331974861,5.994176107,2195.733827
10881,1,3,76,88.66655874,-8.571412181,4.21263448,-2.36389363,5.986531216,6.520991421,2254.271772
10882,4,3,72,88.01132215,4.354219983,2.326907729,-2.096190262,5.896478035,6.625992783,2599.050622
10883,6,3,73,93.41214922,5.480619676,10.90884719,1.971962021,5.913501396,6.144801515,2090.59105
10884,2,3,80,76.87798169,0.359257511,-6.404932001,-1.728798339,6.332571076,6.345514301,2497.252255
10885,6,3,73,77.08994205,-5.293162432,0.366186943,2.362822141,6.035477294,6.271503647,2222.70148
10886,1,3,76,76.44753541,5.734248196,-3.557963272,-2.2035275,6.262692503,6.262340403,2959.882476
10887,4,3,72,92.55284688,-5.319999743,10.98934711,-1.908896439,6.021930444,6.063969218,2428.593571
10888,2,3,80,87.95148098,-7.293067588,9.74554174,-2.450066209,5.675455207,6.161957946,2542.567824
10889,2,3,80,83.29655361,-8.051894857,3.160895726,-2.2462967,5.664620456,6.32487109,1352.308622
10890,1,3,76,82.06358451,-0.992862269,1.943421015,-2.209215542,6.462839783,6.249626568,2221.795457
10891,2,3,80,73.8861703,7.917531797,-10.31201955,-2.012563353,5.778288783,5.835596468,2804.46653
10892,1,3,76,80.67196521,-6.148845978,2.400731973,-1.935338364,6.678095469,6.052824037,1336.593562
10893,4,3,72,92.11179636,-1.118716641,9.998303626,-2.103987438,5.676259179,6.335998918,2379.646713
10894,2,3,80,87.71618927,-1.062905767,9.017340542,-2.348447753,5.817196777,5.951264231,2074.61306
10895,4,3,72,81.42803603,4.198922618,-1.968994448,-1.917873249,5.924901388,5.976077196,2611.756928
10896,3,3,77,88.20500028,5.891662864,10.84158373,3.876401499,6.542877349,5.987419545,2204.578888
10897,4,3,72,86.28638186,-6.41655259,-0.643508216,-2.021771095,5.681202056,6.48255666,1410.590944
10898,2,3,80,85.2060127,-6.754441996,5.439111408,-2.438219428,5.525348088,6.303558339,2129.803584
10899,1,3,76,81.24724929,-2.943531123,0.288145533,-1.904612824,6.456041754,6.164175913,2069.349259
10900,4,3,72,92.47398498,-7.194155965,9.580722084,-1.922467387,5.776763162,5.966130369,2242.618875
10901,1,3,76,76.62237231,7.860564081,-3.4573693,-2.07010271,6.144108995,6.43830941,2880.406173
10902,3,3,77,85.39833548,8.782641004,4.873090069,4.137793227,6.492472135,6.611877862,2207.785454
10903,5,3,72,90.64729931,-9.03177649,9.36754267,-1.899691789,5.737815024,6.297905002,1981.551468
10904,5,3,72,81.88220618,-4.292209393,-2.853787736,-1.285485321,5.804667821,6.371315478,723.8114964
10905,5,3,72,83.9712523,-2.512561139,-1.947265214,-1.012986621,5.83145398,6.032246093,1181.441128
10906,5,3,72,90.37743655,-1.087071381,10.02645877,-0.89177115,5.928844215,5.97397168,1843.950454
10907,4,3,72,86.31260231,-7.123855226,5.412818747,-2.045939116,5.66543668,6.498395347,1746.967573
10908,4,3,72,87.97928432,1.235238083,7.498742305,-2.212558779,5.839006527,5.971702302,2448.609261
10909,2,3,80,86.22869435,-3.035670772,9.347842084,-2.440019181,5.730570941,6.427100962,2067.916998
10910,2,3,80,87.30600945,-0.417892018,6.627702524,-2.326849085,5.633374834,6.258394431,2121.720329
10911,2,3,80,69.87691677,5.87809343,-6.690814364,-2.346735872,5.469198518,6.210438473,2466.524821
10912,1,3,76,86.56997563,-7.894999182,4.864313011,-1.915698885,6.473761279,6.491322311,2216.576856
